Gene,MinimumKaKs,MaximumKaKs,MeanKaKs,MedianKaKs,Function,COG,FunctionalClass
uvrD,0,0.53128127,0.013891133,0.00514668,DNA helicase II,COG3972,L
yjaB_2,0.122511634,0.531126795,0.263305097,0.167209123,putative acetyltransferase,NF,NA
selD,0,0.530933152,0.062483748,0.035882681,selenophosphate synthetase,COG0309,O
paaG,0,0.53089837,0.187986754,0.150528361,enoyl-CoA hydratase,NF,NA
fumB,0,0.530817245,0.065125234,0.016372127,tartrate/fumarate subfamily Fe-S type hydro-lyase subunit beta,COG1838,C
yhdH,0,0.530418127,0.065762385,0.054060173,putative zinc-binding dehydrogenase,NF,NA
tdcB,0,0.529982943,0.016174286,0,catabolic threonine dehydratase,COG1171,E
pdxJ,0,0.529968566,0.043508653,0.024411766,pyridoxine 5'-phosphate synthase,NF,NA
feoA,0,0.529964665,0.046808801,0,ferrous iron transport protein A,NF,NA
yidL,0,0.529889916,0.116703121,0.090443399,DNA-binding transcriptional regulator,COG2169,L
ycaQ,0.11102694,0.529758314,0.244289895,0.255781786,putative cytoplasmic protein,COG3214,R
cmtB,-149.374979,0.529538785,-11.07148499,0.22000021,mannitol-specific cryptic PTS system IIIA component,NF,NA
kstR2,0,0.529258052,0.079458833,0.048268564,uid operon repressor,NF,NA
ssnA,0,0.529170619,0.071942862,0.065162683,putative amidohydrolase,COG0402,FR
hypB,0,0.528955696,0.037047327,0,hydrogenase isoenzymes nickel incorporation protein,COG0378,O
ybhD,0,0.528763976,0.014245336,0,DNA-binding transcriptional regulator,NF,NA
yhhJ,0,0.528726616,0.033816236,0.023234521,putative transporter subunit: membrane component of ABC superfamily,COG1277,O
lspA,0,0.528389896,0.078031681,0,lipoprotein signal peptidase,NF,NA
recA,0,0.528202783,0.007586469,0,recombinase A,COG0467,T
proS,0,0.528071684,0.043484703,0.036682655,prolyl-tRNA synthetase,COG0442,J
fecA,0,0.528050983,0.085912096,0.078946277,TonB-dependent receptor,COG4206,H
pdhR_2,0,0.527614673,0.112121413,0.088698182,GntR family transcriptional regulator,COG1802,K
yojI,0.023373443,0.527540394,0.104911668,0.057588212,ABC transporter ATPase/permease,COG4615,P
aceB,0,0.527419532,0.185460706,0.090140224,malate synthase,COG2224,C
hyi,0,0.527320931,0.112304963,0.059223643,hydroxypyruvate isomerase,COG3622,G
yqaA,0,0.527086298,0.129008378,0.132227389,inner membrane protein,NF,NA
hha,0,0.527052863,0.020804718,0,hemolysin expression-modulating protein,NF,NA
malZ,0,0.527048629,0.106564969,0.084447307,maltodextrin glucosidase,COG3280,G
mnmA,-3051.530295,0.526764253,-147.0353584,0.015103777,tRNA-specific 2-thiouridylase MnmA,COG0037,J
thiI,0,0.52670526,0.087762727,0.02801336,thiamine biosynthesis protein ThiI,NF,NA
group_7109,-703.8915502,0.526637706,-14.52599076,0.100454763,oxidoreductase YgbJ,COG3395,S
ycjR,0,0.5266368,0.086406702,0.052492624,transient receptor potential locus,COG3622,G
kdpD,0,0.526607165,0.046431118,0.035914807,two-component sensor kinase,COG4191,T
ansB,0,0.526535323,0.045841226,0.015617583,L-asparaginase 2,NF,NA
flgG,0,0.526424219,0.017869738,0,flagellar basal-body rod protein FlgG,COG4786,N
ilvB,-1995.903382,0.526414551,-67.2123562,0.037027011,acetolactate synthase isozyme I large subunit,COG3960,Q
proP_1,0,0.526376161,0.068343343,0,ProP effector protein,NF,NA
glcA,0,0.526312606,0.038713708,0.016401674,glycolate permease,NF,NA
uxaC,0,0.526222869,0.052361093,0.026307941,glucuronate isomerase,COG1904,G
yrhB,-93.74229374,0.52601804,-8.457534029,0,protein,NF,NA
kduD_2,0,0.525912027,0.032262914,0.016138374,putative short chain dehydrogenase,COG3347,G
speA,0,0.525829549,0.022590922,0.010928276,arginine decarboxylase,COG0019,E
oxc,0,0.525753766,0.073779285,0.025213749,oxalyl-CoA decarboxylase,COG3960,Q
ybeY,0,0.52568294,0.104186137,0,metalloprotease,NF,NA
sseA,0,0.525648705,0.037668713,0.020753924,3-mercaptopyruvate sulfurtransferase,NF,NA
etp,-126.3549515,0.525608466,-6.308331668,0,phosphotyrosine-protein phosphatase,COG0394,T
gapC,0,0.525457586,0.011759638,0,glyceraldehyde-3-phosphate dehydrogenase,COG0021,G
aroH,-2017.839582,0.525430973,-62.42937023,0,phospho-2-dehydro-3-deoxyheptonate aldolase,NF,NA
yliJ,0,0.525364238,0.024670545,0,glutathione S-transferase,NF,NA
emrA,0,0.525346668,0.01278967,0,multidrug resistance protein A,NF,NA
nemA,0,0.5252184,0.045276578,0,N-ethylmaleimide reductase,NF,NA
dapB,0,0.525170582,0.13229749,0.042064535,dihydrodipicolinate reductase,COG0289,E
galS,0,0.524995814,0.107550686,0.07313784,DNA-binding transcriptional regulator GalS,COG1879,G
rnb,0,0.52482153,0.059110185,0.057286139,exoribonuclease II,COG4776,K
oppA,0,0.524741535,0.032369993,0,periplasmic oligopeptide-binding protein,COG4166,E
citT,0,0.524718141,0.013948434,0,citrate carrier,NF,NA
ydiE,0,0.524656548,0.199605478,0.212932532,putative cytoplasmic protein,COG4256,H
gatZ,-145.9863665,0.524632221,-4.209158195,0.070024271,putative tagatose 6-phosphate kinase,COG3444,G
trmL,-139.3859406,0.524488107,-4.008323102,0.117874069,putative RNA-methyltransferase,NF,NA
group_3930,0,0.524439446,0.107262945,0.097481589,putative hydrolase,COG0429,R
mhpR,0,0.52424612,0.10560592,0.095689687,DNA-binding transcriptional activator MhpR,NF,NA
psuT,0,0.524002364,0.01091446,0.001755286,putative nucleoside transporter,NF,NA
tpiA,0,0.523969127,0.005626758,0,triosephosphate isomerase,NF,NA
narV,0,0.523837635,0.08838984,0.033149755,respiratory nitrate reductase 2 gamma chain,COG2181,CP
yaiO,0,0.523720976,0.17943366,0.116148495,outer membrane protein,NF,NA
arnT,0,0.523500402,0.171468288,0.091543809,undecaprenyl phosphate-alpha-4-amino-4-deoxy-l-arabinose arabinosyl transferase,NF,NA
group_3869,0,0.523391097,0.117250716,0.095503472,metallo-beta-lactamase superfamily protein,NF,NA
groS,0,0.523282901,0.047571173,0,10 kDa chaperonin (Protein Cpn10) (groES protein),NF,NA
yhbX,0,0.523133806,0.058512261,0,outer-membrane protein yhbX,COG2194,M
yheU,0,0.52310052,0.014205405,0,putative enolase,NF,NA
sbp,0,0.522918349,0.043567971,0,sulfate-binding protein (sulfate starvation-induced protein 2),COG4150,P
bcsG,0,0.522747124,0.101690603,0.014263722,cellulose biosynthesis endoglucanase,NF,NA
gloA,0,0.522576249,0.044046287,0,glyoxalase I,COG3324,R
rpsI,0,0.522495254,0.034833017,0,30S ribosomal protein S9,COG0103,J
ascF,-3347.583366,0.522474907,-119.4122553,0.121512689,"arbutin-, cellobiose-, and salicin-specific PTS system EIIBC component",NF,NA
topA_2,0,0.522222575,0.096505873,0.101589858,putative DNA topoisomerase,COG0551,L
prpE,0.016226761,0.521846824,0.051224584,0.032535335,propionate--coA ligase,COG4340,S
ccmE,0,0.52164005,0.012786577,0,cytochrome C-type biogenesis protein,COG4133,O
spr,0,0.521598725,0.048271457,0,lipoprotein,COG3863,S
group_24001,0,0.521595413,0.104883718,0.09869717,putative polysaccharide deacetylase,NF,NA
ycfU,0,0.521171912,0.076717481,0.046418453,outer membrane-specific lipoprotein transporter subunit LolC,NF,NA
ybbZ,0,0.521061659,0.087834559,0.073168627,glycerate kinase II,NF,NA
rplX,0,0.521004954,0.204680518,0,50S ribosomal protein L24,NF,NA
hcr,0,0.520940764,0.080736804,0.065223712,"HCP oxidoreductase, NADH-dependent",COG3217,R
nrfB,0,0.520836631,0.128828706,0.081929271,cytochrome c nitrite reductase pentaheme subunit,NF,NA
ydhD,0,0.520707813,0.010940644,0,monothiol glutaredoxin YdhD,COG0424,Q
pgl,-1293.586861,0.520686091,-14.48886347,0,6-phosphogluconolactonase,COG2706,G
mrp,0,0.520649628,0.018190793,0,ATPase,COG2894,D
speE,0,0.520570796,0.048828871,0.026227029,spermidine synthase,COG0421,E
sapD,0,0.520466438,0.007582138,0,peptide ABC transporter ATP-binding protein,COG4608,E
pppA,0,0.520442235,0.081831838,0.082175306,prepilin peptidase A,COG4960,OT
murQ,0,0.52041097,0.049992116,0.03529024,N-acetylmuramic acid 6-phosphate etherase,COG4821,R
lsrG,0,0.520392687,0.190955228,0.109993474,autoinducer-2 (AI-2) modifying protein LsrG,NF,NA
yaaI,0,0.520299701,0.055800482,0.039590383,protein,NF,NA
dinD,0,0.520174468,0.170675835,0.099770125,DNA-damage-inducible protein D,NF,NA
metK,0,0.519856305,0.017765291,0,S-adenosylmethionine synthetase,NF,NA
dkgA,0,0.519815383,0.08839429,0.083940605,"2,5-diketo-D-gluconic acid reductase A",COG4989,R
thiC,-1412.140196,0.519706407,-29.30652918,0.067523972,thiamine biosynthesis protein ThiC,COG0352,H
tolB,0,0.519666597,0.0290721,0,translocation protein TolB,NF,NA
asnS,0,0.519496894,0.027323682,0.025104694,asparaginyl-tRNA synthetase,COG0017,J
dxr,0,0.519061274,0.039831028,0,1-deoxy-D-xylulose 5-phosphate reductoisomerase,COG0264,J
glmM,0,0.518908501,0.025451943,0.005550554,phosphoglucosamine mutase,COG0121,R
rcsF,0,0.518902347,0.030837334,0,RcsF--phosphorelay glucose and zinc sensor,NF,NA
csgC,0.081172301,0.518875322,0.277418082,0.323960004,putative curli production protein,NF,NA
curA,-1066.262904,0.518853792,-47.14729898,0.065738774,putative zinc-binding dehydrogenase,NF,NA
ttdB,0,0.518482296,0.015324752,0,L-tartrate dehydratase subunit beta,COG1838,C
sdaA,0,0.518461251,0.068269846,0.011019123,L-serine deaminase 1,COG1760,E
araA,0,0.518150955,0.016963279,0,L-arabinose isomerase,COG2407,G
tadA,0,0.51801519,0.067844379,0.02752206,tRNA-specific adenosine deaminase,COG0117,H
lolB,0,0.517787445,0.014358766,0,outer membrane lipoprotein LolB,NF,NA
group_23376,0,0.517751104,0.081372071,0.027048505,hypothetical protein,NF,NA
uvrY,0,0.517716313,0.111190414,0.099711543,response regulator UvrY,COG4566,TK
asnB,0,0.517671486,0.030669338,0.011223365,asparagine synthetase B,COG0367,E
nfnB,0,0.517650597,0.081770217,0.039867504,oxygen-insensitive NAD(P)H nitroreductase,NF,NA
ygbE,0,0.517633656,0.106326026,0,putative cytochrome oxidase subunit,NF,NA
fepA,0,0.51736189,0.056182351,0.02166018,Outer membrane receptor for ferrienterochelin and colicins,COG4771,P
ygdL,0,0.51729896,0.026829792,0.014480474,HesA/MoeB/ThiF family protein,NF,NA
seqA,0,0.517026574,0.043494745,0,negative modulator of initiation of replication,COG3057,L
yrdA,-767.9245141,0.516919655,-43.28647564,0.099235029,putative transferase,COG0110,R
yadP,0,0.51668365,0.088634343,0.075185319,2'-5' RNA ligase,NF,NA
yneI,-845.3634544,0.516326861,-26.90597633,0.07301175,succinate semialdehyde dehydrogenase,COG4230,E
ilvI,0,0.516117122,0.081889323,0.057262777,acetolactate synthase 3 catalytic subunit,COG3960,Q
sdaC,0,0.515802744,0.025948813,0,serine transporter,NF,NA
gpmI,0,0.515508091,0.069473806,0.025768294,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",COG3635,G
qseG,-918.269325,0.51539812,-111.7748544,0.214785461,putative lipoprotein,NF,NA
group_2038,-768.5938505,0.515264961,-33.58591268,0.35959882,TetR family transcriptional regulator,NF,NA
yddE,0,0.515218881,0.125179562,0.132355038,phenazine biosynthesis protein PhzF family protein,COG0384,R
dsdA,0,0.51507267,0.040248879,0.018050589,D-serine dehydratase,COG1171,E
raiA,0,0.514605433,0.054168993,0,translation inhibitor protein RaiA,NF,NA
yghU,0,0.514574395,0.069128135,0.049649208,glutathione S-transferase,NF,NA
group_4516,0,0.514481101,0.020638586,0,hypothetical protein,NF,NA
gloB,0,0.51401437,0.19209428,0.172680207,hydroxyacylglutathione hydrolase,COG1782,R
ydgC,-881.7190875,0.513820105,-19.45499354,0.081839807,inner membrane protein associated with alginate biosynthesis,COG3136,S
fhuE,0,0.513724978,0.149856773,0.095683781,ferric-rhodotorulic acid outer membrane transporter,COG4773,P
rplV,0,0.513628288,0.205451315,0,50S ribosomal protein L22,NF,NA
yhdN_1,0,0.513527349,0.169180697,0.114336594,putative sugar reductase,COG4989,R
tsf,0,0.51345742,0.010447275,0,elongation factor Ts,COG0264,J
ygaZ,0,0.512737108,0.120440849,0,AzlC-like membrane protein,NF,NA
kefF_1,-1635.652323,0.51254656,-164.0230108,0.221061232,NAD(P)H dehydrogenase (quinone),COG2249,R
sufB,0,0.512007851,0.104843053,0.066685882,cysteine desulfurase activator complex subunit SufB,NF,NA
yfgB,0,0.511903889,0.019136567,0,radical SAM protein,NF,NA
gadB_2,0,0.511497292,0.020492191,0,glutamate decarboxylase beta,NF,NA
rplC,0,0.511372345,0.026914334,0,50S ribosomal protein L3,COG0087,J
flgB,-120.0877733,0.511309342,-1.65785541,0,flagellar basal-body rod protein FlgB,COG1815,N
ydhO,0,0.511212519,0.106055375,0.071278015,putative exported hydrolase,COG3584,S
yjiG,0,0.510490024,0.158327761,0.105159095,putative transporter,COG0700,S
yjjX,0,0.510397323,0.166740738,0.158385802,NTPase,NF,NA
yeeX,0,0.510285734,0.01186711,0,putative alpha helix protein,COG2926,S
tgt,0,0.510258851,0.012247821,0,tRNA-guanine transglycosylase,NF,NA
ybcJ,0,0.510036374,0.063473085,0,putative RNA-binding protein,COG2501,J
fumA,0,0.509955974,0.020145051,0,class I fumarate hydratase,COG1838,C
gsp_3,0,0.509805193,0.177167273,0.209358414,glutathionylspermidine synthase YjfC,NF,NA
cysE,0,0.509740846,0.052460434,0,serine acetyltransferase,COG0110,R
yicI_1,0,0.509588415,0.114805149,0.036233549,putative glycosyl hydrolase,COG3345,G
ppdD,-85.40918339,0.509569753,-13.44242758,0.24886149,prepilin peptidase dependent protein D precursor,COG4969,NW
rimI,0,0.509538161,0.191776499,0.178601298,ribosomal-protein-alanine acetyltransferase,COG3393,R
mdoG,0,0.509451206,0.02046521,0,glucans biosynthesis protein G,COG3131,M
yccS,-754.3421357,0.509077769,-14.12442287,0.074552699,membrane protein YccS,NF,NA
eprJ,-273.8608909,0.508880049,-10.56724331,0.37504484,type III secretion system protein,NF,NA
yggG_2,0,0.508792812,0.128614792,0.088383284,peptidase,COG4783,R
group_23727,0,0.508579796,0.019890737,0,putative lipoprotein,COG5567,S
cdh,-2222.092212,0.508537505,-88.0546282,0.053238125,CDP-diacylglycerol pyrophosphatase,NF,NA
group_4007,-618.7973098,0.508524274,-88.68848344,0.436314282,hypothetical protein,NF,NA
cfa,-355.0109873,0.508269298,-19.25359972,0.028961717,cyclopropane-fatty-acyl-phospholipid synthase,COG4106,C
group_7262,-321.2986779,0.50803153,-11.00377465,0,cell division MukB-like protein,NF,NA
pspE,-368.645821,0.507789614,-12.47304628,0.24927752,phage shock protein E (rhodanase-like protein),COG2210,C
paaA,0,0.507766776,0.086251045,0.059451382,phenylacetate-CoA oxygenase subunit PaaA,COG3396,Q
hyaB,-506.5107771,0.507492136,-15.63870966,0,hydrogenase-1 large subunit,COG3259,C
gmhB,0,0.50737422,0.188954351,0.162918649,"D,D-heptose 1,7-bisphosphate phosphatase",NF,NA
aroE,0,0.506886904,0.202008505,0.17737771,shikimate dehydrogenase,COG0128,E
group_22911,0,0.506527398,0.08368804,0,3-oxoacyl-ACP reductase,COG3347,G
group_24002,0,0.506147674,0.0126842,0,putative acyl-coA thioester hydrolase,COG2050,Q
dgkA,0,0.505855977,0.028433474,0,diacylglycerol kinase,NF,NA
ybgC,0,0.505471263,0.026032766,0,acyl-CoA thioester hydrolase,COG3884,I
fdoH,0,0.505265033,0.026592246,0,formate dehydrogenase-O,COG2440,C
ymgD,0,0.505071553,0.026368836,0,protein,NF,NA
smpB,0,0.504902297,0.032805868,0,SsrA-binding protein,NF,NA
group_23432,0,0.504851403,0.103938412,0.09352563,putative transport protein,COG1115,E
ycbU,0,0.504736978,0.042802411,0,fimbrial-like adhesin protein,COG3539,N
group_3889,-107.3860835,0.504723677,-2.162363783,0.146446496,putative transcriptional regulator,NF,NA
lacA_2,0.064406645,0.504517004,0.18361346,0.137875517,galactoside O-acetyltransferase,COG0110,R
iolC_1,0,0.503903832,0.093228797,0.080717906,putative carbohydrate/pyrimidine kinase,COG3892,G
exuR,0,0.50354107,0.016633691,0,DNA-binding transcriptional repressor ExuR,COG1802,K
yebV,0,0.50339885,0.10720481,0,protein,NF,NA
fliJ,-141.4479302,0.503069079,-4.12847649,0,flagellar protein FliJ,NF,NA
norV,0,0.502903835,0.034303893,0.033519541,anaerobic nitric oxide reductase flavorubredoxin,COG1773,C
lpxD,0,0.502205825,0.088655672,0.04953286,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,COG0052,J
grxA,-288.2081429,0.501864535,-5.920108836,0.328408614,glutaredoxin,NF,NA
aphA,0,0.501617926,0.050471049,0.055694407,acid phosphatase/phosphotransferase,COG3700,PR
cpxP,0,0.501052697,0.068043374,0,repressor CpxP,COG3678,O
tag,0,0.50061106,0.096910876,0.060891415,DNA-3-methyladenine glycosylase I,COG2818,L
yjfM,0,0.500296954,0.159229172,0.165961359,putative membrane protein YjfM,NF,NA
shiA,-142.6248862,0.500203128,-6.570226414,0.031419078,shikimate transporter,COG3328,X
aat,-181.6608165,0.500163279,-4.986595854,0,leucyl/phenylalanyl-tRNA-protein transferase,COG2360,O
group_3947,-515.7969134,0.500090166,-24.42207419,0.120244292,putative regulatory protein,COG3449,L
ybiU,-697.0313503,0.49984474,-50.80365524,0,protein,NF,NA
osmE,0,0.49962152,0.138298,0,osmotically inducible lipoprotein E,NF,NA
coaE,0,0.4996026,0.127052761,0.139681853,dephospho-CoA kinase,COG0237,H
narZ,0,0.499398677,0.062726508,0.029791284,respiratory nitrate reductase 2 alpha chain,COG3383,R
yaiZ,0,0.499239011,0.024607974,0,putative membrane protein YaiZ,NF,NA
yjfN,0,0.49901624,0.025996557,0,protein,NF,NA
yliA,-590.5261426,0.498739262,-5.414811659,0.089969867,glutathione transporter ATP-binding protein,COG4608,E
ykgE,0,0.498574177,0.147945085,0.135124481,hydroxyacid oxidoreductase (Fe-S centre),COG0247,C
uidA,-519.2823269,0.498572343,-17.46157907,0.034504369,beta-D-glucuronidase,COG3934,G
feaR,0,0.497976836,0.044885291,0,DNA-binding transcriptional activator FeaR,COG3449,L
ilvN,0,0.497218731,0.011929467,0,acetolactate synthase isozyme I small subunit,COG3978,C
wrbA,0,0.497036334,0.024093765,0,putative flavoprotein,COG4635,H
aidB,0,0.49695483,0.083318444,0.075869918,isovaleryl CoA dehydrogenase,NF,NA
rpiA,0,0.496916664,0.009975115,0,ribose-5-phosphate isomerase A,COG0120,G
dacB,0,0.496658993,0.055130499,0.024772668,penicillin-binding protein 4 [includes: D-alanyl-D-alanine carboxypeptidase; D-alanyl-D-alanine-endopeptidase],NF,NA
ampC,0,0.496517601,0.280038762,0.306956064,beta-lactamase,COG3876,S
yihS,0,0.496262293,0.019626752,0.008603673,putative N-acylglucosamine 2-epimerase,NF,NA
caiA_1,0,0.495830139,0.019359128,0,Putative acyl-CoA dehydrogenase,COG1773,C
betB,0,0.495670535,0.066798813,0.039022087,betaine aldehyde dehydrogenase,COG4230,E
flgL,0.049168647,0.495588067,0.12697577,0.112067877,flagellar hook-associated protein 3,NF,NA
yahC,0,0.494849124,0.161240928,0.098342852,inner membrane protein,NF,NA
yajI,0,0.494546657,0.107733936,0.088545499,putative lipoprotein,NF,NA
degQ,-1762.454253,0.494335336,-17.77625226,0,serine endoprotease,COG3975,R
ddpX,0,0.493733123,0.070083488,0.065974775,D-alanyl-D-alanine dipeptidase,NF,NA
tabA,0,0.493708518,0.060049933,0,toxin-antitoxin biofilm protein,NF,NA
tatA,0,0.49368368,0.085858031,0,twin arginine translocase protein A,NF,NA
yqhC,0,0.493368969,0.15323967,0.148656532,transcriptional regulator YqhC,COG3449,L
ybjH,-285.32782,0.493339644,-11.66254884,0,protein,NF,NA
cyoA,0,0.493210958,0.080421228,0.055911963,cytochrome o ubiquinol oxidase subunit II,NF,NA
evgS,0,0.493066165,0.228371561,0.267659404,hybrid sensory histidine kinase in two-component regulatory system with EvgA,COG3706,TK
yoaF,0,0.493057519,0.15798991,0.125727621,outer membrane protein,COG3042,R
